t, x, dx, ddx, dddx, ddddx, y, dy, ddy, dddy, ddddy, z, dz, ddz, dddz, ddddz, psi, dpsi, ddpsi, dddpsi, ddddpsi
1.109999, 0.361575, 0.939107, 1.556865, 1.046856, -0.605867, 0.180787, 0.469553, 0.778432, 0.523428, -0.302933, 0.036157, 0.093911, 0.155686, 0.104686, -0.060587, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1.119999, 0.371044, 0.954728, 1.567303, 1.040802, -0.604919, 0.185522, 0.477364, 0.783651, 0.520401, -0.302459, 0.037104, 0.095473, 0.156730, 0.104080, -0.060492, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1.129999, 0.380670, 0.970452, 1.577680, 1.034757, -0.603970, 0.190335, 0.485226, 0.788840, 0.517379, -0.301985, 0.038067, 0.097045, 0.157768, 0.103476, -0.060397, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1.139999, 0.390453, 0.986281, 1.587998, 1.028722, -0.603022, 0.195227, 0.493140, 0.793999, 0.514361, -0.301511, 0.039045, 0.098628, 0.158800, 0.102872, -0.060302, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1.149999, 0.400396, 1.002212, 1.598255, 1.022697, -0.602074, 0.200198, 0.501106, 0.799128, 0.511348, -0.301037, 0.040040, 0.100221, 0.159826, 0.102270, -0.060207, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1.159999, 0.410498, 1.018246, 1.608452, 1.016681, -0.601126, 0.205249, 0.509123, 0.804226, 0.508340, -0.300563, 0.041050, 0.101825, 0.160845, 0.101668, -0.060113, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1.169999, 0.420761, 1.034381, 1.618589, 1.010674, -0.600178, 0.210380, 0.517191, 0.809294, 0.505337, -0.300089, 0.042076, 0.103438, 0.161859, 0.101067, -0.060018, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1.179999, 0.431186, 1.050617, 1.628665, 1.004677, -0.599230, 0.215593, 0.525309, 0.814333, 0.502339, -0.299615, 0.043119, 0.105062, 0.162867, 0.100468, -0.059923, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1.189999, 0.441774, 1.066954, 1.638682, 0.998690, -0.598282, 0.220887, 0.533477, 0.819341, 0.499345, -0.299141, 0.044177, 0.106695, 0.163868, 0.099869, -0.059828, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1.199999, 0.452525, 1.083391, 1.648639, 0.992712, -0.597333, 0.226263, 0.541695, 0.824320, 0.496356, -0.298667, 0.045253, 0.108339, 0.164864, 0.099271, -0.059733, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1.209999, 0.463442, 1.099927, 1.658536, 0.986743, -0.596385, 0.231721, 0.549963, 0.829268, 0.493371, -0.298193, 0.046344, 0.109993, 0.165854, 0.098674, -0.059639, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1.219999, 0.474524, 1.116561, 1.668374, 0.980784, -0.595437, 0.237262, 0.558281, 0.834187, 0.490392, -0.297719, 0.047452, 0.111656, 0.166837, 0.098078, -0.059544, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1.229999, 0.485773, 1.133294, 1.678152, 0.974834, -0.594489, 0.242887, 0.566647, 0.839076, 0.487417, -0.297244, 0.048577, 0.113329, 0.167815, 0.097483, -0.059449, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1.239999, 0.497190, 1.150124, 1.687871, 0.968894, -0.593541, 0.248595, 0.575062, 0.843935, 0.484447, -0.296770, 0.049719, 0.115012, 0.168787, 0.096889, -0.059354, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1.249999, 0.508776, 1.167051, 1.697530, 0.962963, -0.592593, 0.254388, 0.583526, 0.848765, 0.481482, -0.296296, 0.050878, 0.116705, 0.169753, 0.096296, -0.059259, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1.259999, 0.520532, 1.184074, 1.707130, 0.957042, -0.591645, 0.260266, 0.592037, 0.853565, 0.478521, -0.295822, 0.052053, 0.118407, 0.170713, 0.095704, -0.059164, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1.269999, 0.532458, 1.201193, 1.716671, 0.951131, -0.590696, 0.266229, 0.600597, 0.858335, 0.475565, -0.295348, 0.053246, 0.120119, 0.171667, 0.095113, -0.059070, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1.279999, 0.544556, 1.218408, 1.726153, 0.945228, -0.589748, 0.272278, 0.609204, 0.863076, 0.472614, -0.294874, 0.054456, 0.121841, 0.172615, 0.094523, -0.058975, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1.289999, 0.556826, 1.235716, 1.735576, 0.939336, -0.588800, 0.278413, 0.617858, 0.867788, 0.469668, -0.294400, 0.055683, 0.123572, 0.173558, 0.093934, -0.058880, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1.299999, 0.569270, 1.253119, 1.744939, 0.933452, -0.587852, 0.284635, 0.626559, 0.872470, 0.466726, -0.293926, 0.056927, 0.125312, 0.174494, 0.093345, -0.058785, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1.309999, 0.581889, 1.270615, 1.754244, 0.927579, -0.586904, 0.290944, 0.635307, 0.877122, 0.463789, -0.293452, 0.058189, 0.127061, 0.175424, 0.092758, -0.058690, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1.319999, 0.594683, 1.288203, 1.763491, 0.921714, -0.585956, 0.297341, 0.644102, 0.881746, 0.460857, -0.292978, 0.059468, 0.128820, 0.176349, 0.092171, -0.058596, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1.329999, 0.607653, 1.305884, 1.772679, 0.915859, -0.585007, 0.303827, 0.652942, 0.886339, 0.457930, -0.292504, 0.060765, 0.130588, 0.177268, 0.091586, -0.058501, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1.339999, 0.620801, 1.323657, 1.781808, 0.910014, -0.584059, 0.310400, 0.661828, 0.890904, 0.455007, -0.292030, 0.062080, 0.132366, 0.178181, 0.091001, -0.058406, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1.349999, 0.634127, 1.341520, 1.790879, 0.904178, -0.583111, 0.317063, 0.670760, 0.895440, 0.452089, -0.291556, 0.063413, 0.134152, 0.179088, 0.090418, -0.058311, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1.359999, 0.647632, 1.359474, 1.799892, 0.898352, -0.582163, 0.323816, 0.679737, 0.899946, 0.449176, -0.291082, 0.064763, 0.135947, 0.179989, 0.089835, -0.058216, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1.369999, 0.661317, 1.377518, 1.808846, 0.892535, -0.581215, 0.330658, 0.688759, 0.904423, 0.446268, -0.290607, 0.066132, 0.137752, 0.180885, 0.089254, -0.058121, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1.379999, 0.675182, 1.395651, 1.817743, 0.886728, -0.580267, 0.337591, 0.697825, 0.908871, 0.443364, -0.290133, 0.067518, 0.139565, 0.181774, 0.088673, -0.058027, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1.389999, 0.689230, 1.413873, 1.826581, 0.880930, -0.579319, 0.344615, 0.706936, 0.913290, 0.440465, -0.289659, 0.068923, 0.141387, 0.182658, 0.088093, -0.057932, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1.399999, 0.703460, 1.432182, 1.835361, 0.875141, -0.578370, 0.351730, 0.716091, 0.917681, 0.437571, -0.289185, 0.070346, 0.143218, 0.183536, 0.087514, -0.057837, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1.409999, 0.717874, 1.450580, 1.844084, 0.869362, -0.577422, 0.358937, 0.725290, 0.922042, 0.434681, -0.288711, 0.071787, 0.145058, 0.184408, 0.086936, -0.057742, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1.419999, 0.732472, 1.469064, 1.852748, 0.863593, -0.576474, 0.366236, 0.734532, 0.926374, 0.431796, -0.288237, 0.073247, 0.146906, 0.185275, 0.086359, -0.057647, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1.429999, 0.747255, 1.487634, 1.861355, 0.857833, -0.575526, 0.373628, 0.743817, 0.930678, 0.428916, -0.287763, 0.074726, 0.148763, 0.186136, 0.085783, -0.057553, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1.439999, 0.762225, 1.506291, 1.869905, 0.852082, -0.574578, 0.381112, 0.753145, 0.934953, 0.426041, -0.287289, 0.076222, 0.150629, 0.186991, 0.085208, -0.057458, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1.449999, 0.777381, 1.525032, 1.878397, 0.846341, -0.573630, 0.388691, 0.762516, 0.939199, 0.423171, -0.286815, 0.077738, 0.152503, 0.187840, 0.084634, -0.057363, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1.459999, 0.792726, 1.543858, 1.886832, 0.840610, -0.572682, 0.396363, 0.771929, 0.943416, 0.420305, -0.286341, 0.079273, 0.154386, 0.188683, 0.084061, -0.057268, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1.469999, 0.808259, 1.562768, 1.895209, 0.834888, -0.571733, 0.404129, 0.781384, 0.947605, 0.417444, -0.285867, 0.080826, 0.156277, 0.189521, 0.083489, -0.057173, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1.479999, 0.823981, 1.581762, 1.903530, 0.829175, -0.570785, 0.411991, 0.790881, 0.951765, 0.414588, -0.285393, 0.082398, 0.158176, 0.190353, 0.082918, -0.057079, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1.489999, 0.839894, 1.600839, 1.911793, 0.823472, -0.569837, 0.419947, 0.800419, 0.955896, 0.411736, -0.284919, 0.083989, 0.160084, 0.191179, 0.082347, -0.056984, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1.499999, 0.855998, 1.619998, 1.919999, 0.817778, -0.568889, 0.427999, 0.809999, 0.960000, 0.408889, -0.284445, 0.085600, 0.162000, 0.192000, 0.081778, -0.056889, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1.509999, 0.872294, 1.639239, 1.928148, 0.812094, -0.567941, 0.436147, 0.819619, 0.964074, 0.406047, -0.283970, 0.087229, 0.163924, 0.192815, 0.081209, -0.056794, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1.519999, 0.888783, 1.658561, 1.936241, 0.806420, -0.566993, 0.444392, 0.829280, 0.968120, 0.403210, -0.283496, 0.088878, 0.165856, 0.193624, 0.080642, -0.056699, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1.529999, 0.905466, 1.677963, 1.944277, 0.800754, -0.566045, 0.452733, 0.838982, 0.972138, 0.400377, -0.283022, 0.090547, 0.167796, 0.194428, 0.080075, -0.056604, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1.539999, 0.922343, 1.697446, 1.952256, 0.795099, -0.565096, 0.461171, 0.848723, 0.976128, 0.397549, -0.282548, 0.092234, 0.169745, 0.195226, 0.079510, -0.056510, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1.549999, 0.939415, 1.717008, 1.960179, 0.789452, -0.564148, 0.469707, 0.858504, 0.980089, 0.394726, -0.282074, 0.093941, 0.171701, 0.196018, 0.078945, -0.056415, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1.559999, 0.956683, 1.736649, 1.968045, 0.783816, -0.563200, 0.478342, 0.868325, 0.984023, 0.391908, -0.281600, 0.095668, 0.173665, 0.196805, 0.078382, -0.056320, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1.569999, 0.974148, 1.756369, 1.975855, 0.778189, -0.562252, 0.487074, 0.878184, 0.987928, 0.389094, -0.281126, 0.097415, 0.175637, 0.197586, 0.077819, -0.056225, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1.579999, 0.991811, 1.776166, 1.983609, 0.772571, -0.561304, 0.495905, 0.888083, 0.991804, 0.386285, -0.280652, 0.099181, 0.177617, 0.198361, 0.077257, -0.056130, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1.589999, 1.009672, 1.796041, 1.991307, 0.766962, -0.560356, 0.504836, 0.898020, 0.995653, 0.383481, -0.280178, 0.100967, 0.179604, 0.199131, 0.076696, -0.056036, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1.599999, 1.027732, 1.815992, 1.998948, 0.761364, -0.559408, 0.513866, 0.907996, 0.999474, 0.380682, -0.279704, 0.102773, 0.181599, 0.199895, 0.076136, -0.055941, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1.609999, 1.045992, 1.836020, 2.006534, 0.755774, -0.558459, 0.522996, 0.918010, 1.003267, 0.377887, -0.279230, 0.104599, 0.183602, 0.200653, 0.075577, -0.055846, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1.619999, 1.064452, 1.856123, 2.014064, 0.750194, -0.557511, 0.532226, 0.928061, 1.007032, 0.375097, -0.278756, 0.106445, 0.185612, 0.201406, 0.075019, -0.055751, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1.629999, 1.083114, 1.876301, 2.021538, 0.744624, -0.556563, 0.541557, 0.938150, 1.010769, 0.372312, -0.278282, 0.108311, 0.187630, 0.202154, 0.074462, -0.055656, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1.639999, 1.101979, 1.896553, 2.028956, 0.739063, -0.555615, 0.550989, 0.948277, 1.014478, 0.369532, -0.277807, 0.110198, 0.189655, 0.202896, 0.073906, -0.055561, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1.649999, 1.121046, 1.916880, 2.036319, 0.733512, -0.554667, 0.560523, 0.958440, 1.018160, 0.366756, -0.277333, 0.112105, 0.191688, 0.203632, 0.073351, -0.055467, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1.659999, 1.140316, 1.937279, 2.043627, 0.727970, -0.553719, 0.570158, 0.968640, 1.021813, 0.363985, -0.276859, 0.114032, 0.193728, 0.204363, 0.072797, -0.055372, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1.669999, 1.159792, 1.957752, 2.050879, 0.722437, -0.552770, 0.579896, 0.978876, 1.025439, 0.361219, -0.276385, 0.115979, 0.195775, 0.205088, 0.072244, -0.055277, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1.679999, 1.179472, 1.978297, 2.058075, 0.716914, -0.551822, 0.589736, 0.989148, 1.029038, 0.358457, -0.275911, 0.117947, 0.197830, 0.205808, 0.071691, -0.055182, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1.689999, 1.199358, 1.998913, 2.065217, 0.711401, -0.550874, 0.599679, 0.999457, 1.032608, 0.355700, -0.275437, 0.119936, 0.199891, 0.206522, 0.071140, -0.055087, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1.699999, 1.219450, 2.019601, 2.072303, 0.705897, -0.549926, 0.609725, 1.009800, 1.036152, 0.352948, -0.274963, 0.121945, 0.201960, 0.207230, 0.070590, -0.054993, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1.709999, 1.239750, 2.040359, 2.079335, 0.700402, -0.548978, 0.619875, 1.020180, 1.039667, 0.350201, -0.274489, 0.123975, 0.204036, 0.207933, 0.070040, -0.054898, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1.719999, 1.260258, 2.061187, 2.086311, 0.694917, -0.548030, 0.630129, 1.030594, 1.043156, 0.347459, -0.274015, 0.126026, 0.206119, 0.208631, 0.069492, -0.054803, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1.729999, 1.280974, 2.082085, 2.093233, 0.689442, -0.547082, 0.640487, 1.041042, 1.046617, 0.344721, -0.273541, 0.128097, 0.208209, 0.209323, 0.068944, -0.054708, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1.739999, 1.301899, 2.103052, 2.100100, 0.683976, -0.546133, 0.650950, 1.051526, 1.050050, 0.341988, -0.273067, 0.130190, 0.210305, 0.210010, 0.068398, -0.054613, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1.749999, 1.323035, 2.124087, 2.106913, 0.678519, -0.545185, 0.661518, 1.062043, 1.053456, 0.339260, -0.272593, 0.132304, 0.212409, 0.210691, 0.067852, -0.054519, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1.759999, 1.344381, 2.145190, 2.113671, 0.673072, -0.544237, 0.672191, 1.072595, 1.056835, 0.336536, -0.272119, 0.134438, 0.214519, 0.211367, 0.067307, -0.054424, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1.769999, 1.365939, 2.166360, 2.120374, 0.667634, -0.543289, 0.682969, 1.083180, 1.060187, 0.333817, -0.271645, 0.136594, 0.216636, 0.212037, 0.066763, -0.054329, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1.779999, 1.387709, 2.187597, 2.127023, 0.662206, -0.542341, 0.693854, 1.093799, 1.063512, 0.331103, -0.271170, 0.138771, 0.218760, 0.212702, 0.066221, -0.054234, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1.789999, 1.409691, 2.208900, 2.133618, 0.656788, -0.541393, 0.704846, 1.104450, 1.066809, 0.328394, -0.270696, 0.140969, 0.220890, 0.213362, 0.065679, -0.054139, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1.799999, 1.431887, 2.230269, 2.140159, 0.651378, -0.540445, 0.715943, 1.115135, 1.070080, 0.325689, -0.270222, 0.143189, 0.223027, 0.214016, 0.065138, -0.054044, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1.809999, 1.454297, 2.251703, 2.146646, 0.645979, -0.539496, 0.727148, 1.125852, 1.073323, 0.322989, -0.269748, 0.145430, 0.225170, 0.214665, 0.064598, -0.053950, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1.819999, 1.476921, 2.273202, 2.153079, 0.640589, -0.538548, 0.738461, 1.136601, 1.076539, 0.320294, -0.269274, 0.147692, 0.227320, 0.215308, 0.064059, -0.053855, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1.829999, 1.499761, 2.294765, 2.159458, 0.635208, -0.537600, 0.749880, 1.147382, 1.079729, 0.317604, -0.268800, 0.149976, 0.229476, 0.215946, 0.063521, -0.053760, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1.839999, 1.522817, 2.316391, 2.165783, 0.629837, -0.536652, 0.761408, 1.158195, 1.082891, 0.314918, -0.268326, 0.152282, 0.231639, 0.216578, 0.062984, -0.053665, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1.849999, 1.546089, 2.338080, 2.172054, 0.624475, -0.535704, 0.773044, 1.169040, 1.086027, 0.312237, -0.267852, 0.154609, 0.233808, 0.217205, 0.062447, -0.053570, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1.859999, 1.569578, 2.359832, 2.178272, 0.619123, -0.534756, 0.784789, 1.179916, 1.089136, 0.309561, -0.267378, 0.156958, 0.235983, 0.217827, 0.061912, -0.053476, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1.869999, 1.593286, 2.381645, 2.184437, 0.613780, -0.533808, 0.796643, 1.190823, 1.092219, 0.306890, -0.266904, 0.159329, 0.238165, 0.218444, 0.061378, -0.053381, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1.879999, 1.617211, 2.403520, 2.190548, 0.608446, -0.532859, 0.808606, 1.201760, 1.095274, 0.304223, -0.266430, 0.161721, 0.240352, 0.219055, 0.060845, -0.053286, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1.889999, 1.641356, 2.425456, 2.196606, 0.603123, -0.531911, 0.820678, 1.212728, 1.098303, 0.301561, -0.265956, 0.164136, 0.242546, 0.219661, 0.060312, -0.053191, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1.899999, 1.665721, 2.447452, 2.202610, 0.597808, -0.530963, 0.832860, 1.223726, 1.101305, 0.298904, -0.265482, 0.166572, 0.244745, 0.220261, 0.059781, -0.053096, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1.909999, 1.690305, 2.469508, 2.208562, 0.592503, -0.530015, 0.845153, 1.234754, 1.104281, 0.296252, -0.265007, 0.169031, 0.246951, 0.220856, 0.059250, -0.053001, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1.919999, 1.715111, 2.491623, 2.214461, 0.587208, -0.529067, 0.857556, 1.245811, 1.107230, 0.293604, -0.264533, 0.171511, 0.249162, 0.221446, 0.058721, -0.052907, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1.929999, 1.740138, 2.513797, 2.220306, 0.581922, -0.528119, 0.870069, 1.256899, 1.110153, 0.290961, -0.264059, 0.174014, 0.251380, 0.222031, 0.058192, -0.052812, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1.939999, 1.765387, 2.536029, 2.226099, 0.576645, -0.527171, 0.882693, 1.268014, 1.113049, 0.288323, -0.263585, 0.176539, 0.253603, 0.222610, 0.057665, -0.052717, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1.949998, 1.790859, 2.558319, 2.231839, 0.571379, -0.526222, 0.895429, 1.279159, 1.115920, 0.285689, -0.263111, 0.179086, 0.255832, 0.223184, 0.057138, -0.052622, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1.959998, 1.816554, 2.580666, 2.237527, 0.566121, -0.525274, 0.908277, 1.290333, 1.118763, 0.283061, -0.262637, 0.181655, 0.258067, 0.223753, 0.056612, -0.052527, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1.969998, 1.842472, 2.603069, 2.243161, 0.560873, -0.524326, 0.921236, 1.301535, 1.121581, 0.280437, -0.262163, 0.184247, 0.260307, 0.224316, 0.056087, -0.052433, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1.979998, 1.868615, 2.625529, 2.248744, 0.555635, -0.523378, 0.934308, 1.312764, 1.124372, 0.277817, -0.261689, 0.186862, 0.262553, 0.224874, 0.055563, -0.052338, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1.989998, 1.894983, 2.648044, 2.254274, 0.550406, -0.522430, 0.947491, 1.324022, 1.127137, 0.275203, -0.261215, 0.189498, 0.264804, 0.225427, 0.055041, -0.052243, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1.999998, 1.921576, 2.670614, 2.259752, 0.545186, -0.521482, 0.960788, 1.335307, 1.129876, 0.272593, -0.260741, 0.192158, 0.267061, 0.225975, 0.054519, -0.052148, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
2.009999, 1.948396, 2.693239, 2.265178, 0.539976, -0.520534, 0.974198, 1.346619, 1.132589, 0.269988, -0.260267, 0.194840, 0.269324, 0.226518, 0.053998, -0.052053, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
2.019999, 1.975441, 2.715918, 2.270552, 0.534775, -0.519585, 0.987721, 1.357959, 1.135276, 0.267388, -0.259793, 0.197544, 0.271592, 0.227055, 0.053478, -0.051959, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
2.029999, 2.002714, 2.738650, 2.275873, 0.529584, -0.518637, 1.001357, 1.369325, 1.137937, 0.264792, -0.259319, 0.200271, 0.273865, 0.227587, 0.052958, -0.051864, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
2.039999, 2.030214, 2.761435, 2.281144, 0.524402, -0.517689, 1.015107, 1.380717, 1.140572, 0.262201, -0.258845, 0.203021, 0.276143, 0.228114, 0.052440, -0.051769, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
2.049999, 2.057943, 2.784272, 2.286362, 0.519230, -0.516741, 1.028972, 1.392136, 1.143181, 0.259615, -0.258370, 0.205794, 0.278427, 0.228636, 0.051923, -0.051674, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
2.059999, 2.085900, 2.807162, 2.291528, 0.514068, -0.515793, 1.042950, 1.403581, 1.145764, 0.257034, -0.257896, 0.208590, 0.280716, 0.229153, 0.051407, -0.051579, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
2.069999, 2.114086, 2.830102, 2.296643, 0.508915, -0.514845, 1.057043, 1.415051, 1.148322, 0.254457, -0.257422, 0.211409, 0.283010, 0.229664, 0.050891, -0.051484, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
2.079998, 2.142502, 2.853094, 2.301707, 0.503771, -0.513896, 1.071251, 1.426547, 1.150853, 0.251885, -0.256948, 0.214250, 0.285309, 0.230171, 0.050377, -0.051390, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
2.089998, 2.171148, 2.876137, 2.306718, 0.498637, -0.512948, 1.085574, 1.438068, 1.153359, 0.249318, -0.256474, 0.217115, 0.287614, 0.230672, 0.049864, -0.051295, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
2.099998, 2.200025, 2.899229, 2.311679, 0.493512, -0.512000, 1.100012, 1.449614, 1.155840, 0.246756, -0.256000, 0.220003, 0.289923, 0.231168, 0.049351, -0.051200, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
2.109998, 2.229133, 2.922370, 2.316589, 0.488397, -0.511052, 1.114567, 1.461185, 1.158294, 0.244198, -0.255526, 0.222913, 0.292237, 0.231659, 0.048840, -0.051105, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
