t, x, dx, ddx, dddx, ddddx, y, dy, ddy, dddy, ddddy, z, dz, ddz, dddz, ddddz, psi, dpsi, ddpsi, dddpsi, ddddpsi
3.739997, 10.281354, 7.006232, 2.502205, -0.218661, -0.356504, 5.140677, 3.503116, 1.251102, -0.109330, -0.178252, 1.028135, 0.700623, 0.250221, -0.021866, -0.035650, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
3.749997, 10.351540, 7.031242, 2.500001, -0.222221, -0.355556, 5.175770, 3.515621, 1.250000, -0.111111, -0.177778, 1.035154, 0.703124, 0.250000, -0.022222, -0.035556, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
3.759997, 10.421978, 7.056232, 2.497761, -0.225772, -0.354608, 5.210989, 3.528116, 1.248880, -0.112886, -0.177304, 1.042198, 0.705623, 0.249776, -0.022577, -0.035461, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
3.769997, 10.492665, 7.081198, 2.495485, -0.229313, -0.353660, 5.246333, 3.540599, 1.247743, -0.114657, -0.176830, 1.049266, 0.708120, 0.249549, -0.022931, -0.035366, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
3.779997, 10.563601, 7.106141, 2.493175, -0.232845, -0.352711, 5.281801, 3.553070, 1.246587, -0.116423, -0.176356, 1.056360, 0.710614, 0.249317, -0.023285, -0.035271, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
3.789997, 10.634788, 7.131062, 2.490829, -0.236368, -0.351763, 5.317394, 3.565531, 1.245414, -0.118184, -0.175882, 1.063479, 0.713106, 0.249083, -0.023637, -0.035176, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
3.799997, 10.706223, 7.155957, 2.488447, -0.239880, -0.350815, 5.353111, 3.577979, 1.244223, -0.119940, -0.175408, 1.070622, 0.715596, 0.248845, -0.023988, -0.035082, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
3.809997, 10.777907, 7.180830, 2.486031, -0.243384, -0.349867, 5.388954, 3.590415, 1.243015, -0.121692, -0.174933, 1.077791, 0.718083, 0.248603, -0.024338, -0.034987, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
3.819997, 10.849838, 7.205678, 2.483580, -0.246878, -0.348919, 5.424919, 3.602839, 1.241790, -0.123439, -0.174459, 1.084984, 0.720568, 0.248358, -0.024688, -0.034892, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
3.829997, 10.922021, 7.230501, 2.481093, -0.250362, -0.347971, 5.461010, 3.615250, 1.240547, -0.125181, -0.173985, 1.092202, 0.723050, 0.248109, -0.025036, -0.034797, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
3.839997, 10.994449, 7.255300, 2.478572, -0.253837, -0.347023, 5.497224, 3.627650, 1.239286, -0.126919, -0.173511, 1.099445, 0.725530, 0.247857, -0.025384, -0.034702, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
3.849997, 11.067126, 7.280073, 2.476017, -0.257303, -0.346074, 5.533563, 3.640036, 1.238008, -0.128651, -0.173037, 1.106712, 0.728007, 0.247602, -0.025730, -0.034607, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
3.859997, 11.140051, 7.304820, 2.473426, -0.260759, -0.345126, 5.570025, 3.652410, 1.236713, -0.130379, -0.172563, 1.114005, 0.730482, 0.247343, -0.026076, -0.034513, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
3.869997, 11.213223, 7.329540, 2.470802, -0.264205, -0.344178, 5.606611, 3.664770, 1.235401, -0.132103, -0.172089, 1.121322, 0.732954, 0.247080, -0.026421, -0.034418, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
3.879997, 11.286641, 7.354236, 2.468143, -0.267642, -0.343230, 5.643321, 3.677118, 1.234071, -0.133821, -0.171615, 1.128664, 0.735424, 0.246814, -0.026764, -0.034323, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
3.889997, 11.360307, 7.378903, 2.465449, -0.271070, -0.342282, 5.680153, 3.689452, 1.232724, -0.135535, -0.171141, 1.136031, 0.737890, 0.246545, -0.027107, -0.034228, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
3.899997, 11.434218, 7.403544, 2.462721, -0.274488, -0.341334, 5.717109, 3.701772, 1.231360, -0.137244, -0.170667, 1.143422, 0.740354, 0.246272, -0.027449, -0.034133, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
3.909997, 11.508376, 7.428157, 2.459959, -0.277896, -0.340385, 5.754188, 3.714079, 1.229980, -0.138948, -0.170193, 1.150838, 0.742816, 0.245996, -0.027790, -0.034039, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
3.919997, 11.582781, 7.452743, 2.457163, -0.281296, -0.339437, 5.791390, 3.726372, 1.228581, -0.140648, -0.169719, 1.158278, 0.745274, 0.245716, -0.028130, -0.033944, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
3.929997, 11.657434, 7.477301, 2.454333, -0.284685, -0.338489, 5.828717, 3.738650, 1.227167, -0.142343, -0.169245, 1.165743, 0.747730, 0.245433, -0.028469, -0.033849, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
3.939997, 11.732327, 7.501830, 2.451469, -0.288065, -0.337541, 5.866164, 3.750915, 1.225735, -0.144033, -0.168771, 1.173233, 0.750183, 0.245147, -0.028807, -0.033754, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
3.949997, 11.807468, 7.526330, 2.448572, -0.291436, -0.336593, 5.903734, 3.763165, 1.224286, -0.145718, -0.168296, 1.180747, 0.752633, 0.244857, -0.029144, -0.033659, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
3.959997, 11.882854, 7.550801, 2.445641, -0.294797, -0.335645, 5.941427, 3.775400, 1.222820, -0.147399, -0.167822, 1.188285, 0.755080, 0.244564, -0.029480, -0.033564, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
3.969997, 11.958484, 7.575243, 2.442676, -0.298149, -0.334697, 5.979242, 3.787621, 1.221338, -0.149074, -0.167348, 1.195848, 0.757524, 0.244268, -0.029815, -0.033470, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
3.979997, 12.034358, 7.599654, 2.439677, -0.301491, -0.333748, 6.017179, 3.799827, 1.219839, -0.150746, -0.166874, 1.203436, 0.759965, 0.243968, -0.030149, -0.033375, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
3.989997, 12.110476, 7.624036, 2.436646, -0.304824, -0.332800, 6.055238, 3.812018, 1.218323, -0.152412, -0.166400, 1.211048, 0.762404, 0.243665, -0.030482, -0.033280, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
3.999997, 12.186839, 7.648387, 2.433581, -0.308147, -0.331852, 6.093420, 3.824193, 1.216791, -0.154074, -0.165926, 1.218684, 0.764839, 0.243358, -0.030815, -0.033185, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
4.009997, 12.263447, 7.672708, 2.430483, -0.311461, -0.330904, 6.131723, 3.836354, 1.215242, -0.155730, -0.165452, 1.226345, 0.767271, 0.243048, -0.031146, -0.033090, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
4.019997, 12.340296, 7.696998, 2.427352, -0.314765, -0.329956, 6.170148, 3.848499, 1.213676, -0.157383, -0.164978, 1.234030, 0.769700, 0.242735, -0.031477, -0.032996, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
4.029997, 12.417389, 7.721256, 2.424187, -0.318060, -0.329008, 6.208694, 3.860628, 1.212094, -0.159030, -0.164504, 1.241739, 0.772126, 0.242419, -0.031806, -0.032901, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
4.039998, 12.494725, 7.745483, 2.420991, -0.321346, -0.328059, 6.247363, 3.872741, 1.210495, -0.160673, -0.164030, 1.249472, 0.774548, 0.242099, -0.032135, -0.032806, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
4.049998, 12.572303, 7.769677, 2.417760, -0.324622, -0.327111, 6.286151, 3.884839, 1.208880, -0.162311, -0.163556, 1.257230, 0.776968, 0.241776, -0.032462, -0.032711, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
4.059998, 12.650123, 7.793839, 2.414498, -0.327888, -0.326163, 6.325061, 3.896919, 1.207249, -0.163944, -0.163082, 1.265012, 0.779384, 0.241450, -0.032789, -0.032616, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
4.069998, 12.728183, 7.817968, 2.411202, -0.331145, -0.325215, 6.364091, 3.908984, 1.205601, -0.165572, -0.162608, 1.272818, 0.781797, 0.241120, -0.033114, -0.032522, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
4.079998, 12.806486, 7.842064, 2.407875, -0.334393, -0.324267, 6.403243, 3.921032, 1.203938, -0.167196, -0.162133, 1.280648, 0.784206, 0.240788, -0.033439, -0.032427, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
4.089999, 12.885027, 7.866127, 2.404515, -0.337630, -0.323319, 6.442513, 3.933064, 1.202258, -0.168815, -0.161659, 1.288503, 0.786613, 0.240452, -0.033763, -0.032332, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
4.099999, 12.963812, 7.890155, 2.401122, -0.340859, -0.322370, 6.481906, 3.945078, 1.200561, -0.170429, -0.161185, 1.296381, 0.789016, 0.240112, -0.034086, -0.032237, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
4.109999, 13.042834, 7.914150, 2.397698, -0.344078, -0.321422, 6.521417, 3.957075, 1.198849, -0.172039, -0.160711, 1.304283, 0.791415, 0.239770, -0.034408, -0.032142, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
4.119999, 13.122097, 7.938110, 2.394240, -0.347288, -0.320474, 6.561049, 3.969055, 1.197120, -0.173644, -0.160237, 1.312210, 0.793811, 0.239424, -0.034729, -0.032047, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
4.130000, 13.201600, 7.962035, 2.390752, -0.350488, -0.319526, 6.600800, 3.981018, 1.195376, -0.175244, -0.159763, 1.320160, 0.796204, 0.239075, -0.035049, -0.031953, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
4.140000, 13.281342, 7.985926, 2.387231, -0.353678, -0.318578, 6.640671, 3.992963, 1.193615, -0.176839, -0.159289, 1.328134, 0.798593, 0.238723, -0.035368, -0.031858, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
4.150000, 13.361321, 8.009781, 2.383678, -0.356859, -0.317630, 6.680661, 4.004890, 1.191839, -0.178430, -0.158815, 1.336132, 0.800978, 0.238368, -0.035686, -0.031763, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
4.160000, 13.441541, 8.033601, 2.380093, -0.360031, -0.316681, 6.720770, 4.016800, 1.190047, -0.180015, -0.158341, 1.344154, 0.803360, 0.238009, -0.036003, -0.031668, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
4.170001, 13.521997, 8.057384, 2.376477, -0.363193, -0.315733, 6.760999, 4.028692, 1.188239, -0.181597, -0.157867, 1.352200, 0.805738, 0.237648, -0.036319, -0.031573, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
4.180001, 13.602694, 8.081131, 2.372829, -0.366346, -0.314785, 6.801347, 4.040565, 1.186415, -0.183173, -0.157393, 1.360269, 0.808113, 0.237283, -0.036635, -0.031479, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
4.190001, 13.683624, 8.104841, 2.369150, -0.369489, -0.313837, 6.841812, 4.052421, 1.184575, -0.184744, -0.156918, 1.368362, 0.810484, 0.236915, -0.036949, -0.031384, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
4.200001, 13.764791, 8.128516, 2.365440, -0.372623, -0.312889, 6.882396, 4.064258, 1.182720, -0.186311, -0.156444, 1.376479, 0.812851, 0.236544, -0.037262, -0.031289, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
4.210001, 13.846198, 8.152151, 2.361697, -0.375747, -0.311941, 6.923099, 4.076076, 1.180849, -0.187873, -0.155970, 1.384620, 0.815215, 0.236170, -0.037575, -0.031194, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
4.220002, 13.927838, 8.175750, 2.357924, -0.378862, -0.310992, 6.963919, 4.087875, 1.178962, -0.189431, -0.155496, 1.392784, 0.817575, 0.235792, -0.037886, -0.031099, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
4.230002, 14.009716, 8.199311, 2.354120, -0.381967, -0.310044, 7.004858, 4.099656, 1.177060, -0.190983, -0.155022, 1.400972, 0.819931, 0.235412, -0.038197, -0.031004, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
4.240002, 14.091828, 8.222834, 2.350285, -0.385063, -0.309096, 7.045914, 4.111417, 1.175143, -0.192531, -0.154548, 1.409183, 0.822283, 0.235028, -0.038506, -0.030910, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
4.250002, 14.174176, 8.246319, 2.346419, -0.388149, -0.308148, 7.087088, 4.123159, 1.173209, -0.194074, -0.154074, 1.417418, 0.824632, 0.234642, -0.038815, -0.030815, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
4.260003, 14.256761, 8.269763, 2.342522, -0.391226, -0.307200, 7.128380, 4.134881, 1.171261, -0.195613, -0.153600, 1.425676, 0.826976, 0.234252, -0.039123, -0.030720, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
4.270003, 14.339576, 8.293170, 2.338594, -0.394293, -0.306252, 7.169788, 4.146585, 1.169297, -0.197147, -0.153126, 1.433958, 0.829317, 0.233859, -0.039429, -0.030625, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
4.280003, 14.422626, 8.316535, 2.334636, -0.397351, -0.305303, 7.211313, 4.158267, 1.167318, -0.198675, -0.152652, 1.442263, 0.831654, 0.233464, -0.039735, -0.030530, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
4.290003, 14.505911, 8.339864, 2.330647, -0.400399, -0.304355, 7.252955, 4.169932, 1.165323, -0.200200, -0.152178, 1.450591, 0.833986, 0.233065, -0.040040, -0.030436, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
4.300004, 14.589427, 8.363151, 2.326627, -0.403438, -0.303407, 7.294713, 4.181575, 1.163314, -0.201719, -0.151704, 1.458943, 0.836315, 0.232663, -0.040344, -0.030341, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
4.310004, 14.673176, 8.386395, 2.322578, -0.406467, -0.302459, 7.336588, 4.193198, 1.161289, -0.203234, -0.151229, 1.467318, 0.838640, 0.232258, -0.040647, -0.030246, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
4.320004, 14.757158, 8.409602, 2.318498, -0.409487, -0.301511, 7.378579, 4.204801, 1.159249, -0.204744, -0.150755, 1.475716, 0.840960, 0.231850, -0.040949, -0.030151, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
4.330004, 14.841372, 8.432768, 2.314388, -0.412498, -0.300563, 7.420686, 4.216384, 1.157194, -0.206249, -0.150281, 1.484137, 0.843277, 0.231439, -0.041250, -0.030056, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
4.340004, 14.925817, 8.455891, 2.310248, -0.415499, -0.299614, 7.462908, 4.227945, 1.155124, -0.207749, -0.149807, 1.492582, 0.845589, 0.231025, -0.041550, -0.029961, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
4.350005, 15.010493, 8.478972, 2.306078, -0.418490, -0.298666, 7.505247, 4.239486, 1.153039, -0.209245, -0.149333, 1.501049, 0.847897, 0.230608, -0.041849, -0.029867, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
4.360005, 15.095401, 8.502014, 2.301878, -0.421472, -0.297718, 7.547700, 4.251007, 1.150939, -0.210736, -0.148859, 1.509540, 0.850201, 0.230188, -0.042147, -0.029772, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
4.370005, 15.180537, 8.525011, 2.297648, -0.424445, -0.296770, 7.590269, 4.262506, 1.148824, -0.212222, -0.148385, 1.518054, 0.852501, 0.229765, -0.042444, -0.029677, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
4.380005, 15.265903, 8.547967, 2.293389, -0.427408, -0.295822, 7.632952, 4.273983, 1.146695, -0.213704, -0.147911, 1.526590, 0.854797, 0.229339, -0.042741, -0.029582, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
4.390006, 15.351501, 8.570882, 2.289100, -0.430361, -0.294874, 7.675751, 4.285441, 1.144550, -0.215181, -0.147437, 1.535150, 0.857088, 0.228910, -0.043036, -0.029487, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
4.400006, 15.437325, 8.593750, 2.284782, -0.433306, -0.293925, 7.718663, 4.296875, 1.142391, -0.216653, -0.146963, 1.543733, 0.859375, 0.228478, -0.043331, -0.029393, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
4.410006, 15.523379, 8.616576, 2.280434, -0.436240, -0.292977, 7.761690, 4.308288, 1.140217, -0.218120, -0.146489, 1.552338, 0.861658, 0.228043, -0.043624, -0.029298, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
4.420006, 15.609662, 8.639359, 2.276057, -0.439165, -0.292029, 7.804831, 4.319680, 1.138028, -0.219583, -0.146015, 1.560966, 0.863936, 0.227606, -0.043917, -0.029203, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
4.430007, 15.696170, 8.662099, 2.271650, -0.442081, -0.291081, 7.848085, 4.331049, 1.135825, -0.221040, -0.145540, 1.569617, 0.866210, 0.227165, -0.044208, -0.029108, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
4.440007, 15.782907, 8.684793, 2.267215, -0.444987, -0.290133, 7.891454, 4.342397, 1.133607, -0.222493, -0.145066, 1.578291, 0.868479, 0.226721, -0.044499, -0.029013, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
4.450007, 15.869871, 8.707444, 2.262751, -0.447884, -0.289185, 7.934936, 4.353722, 1.131375, -0.223942, -0.144592, 1.586987, 0.870744, 0.226275, -0.044788, -0.028918, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
4.460007, 15.957060, 8.730049, 2.258257, -0.450771, -0.288236, 7.978530, 4.365025, 1.129128, -0.225385, -0.144118, 1.595706, 0.873005, 0.225826, -0.045077, -0.028824, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
4.470007, 16.044476, 8.752610, 2.253735, -0.453648, -0.287288, 8.022238, 4.376305, 1.126867, -0.226824, -0.143644, 1.604447, 0.875261, 0.225374, -0.045365, -0.028729, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
4.480008, 16.132116, 8.775125, 2.249184, -0.456517, -0.286340, 8.066058, 4.387562, 1.124592, -0.228258, -0.143170, 1.613212, 0.877513, 0.224918, -0.045652, -0.028634, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
4.490008, 16.219982, 8.797596, 2.244604, -0.459375, -0.285392, 8.109991, 4.398798, 1.122302, -0.229688, -0.142696, 1.621998, 0.879759, 0.224460, -0.045938, -0.028539, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
4.500008, 16.308073, 8.820018, 2.239996, -0.462225, -0.284444, 8.154037, 4.410009, 1.119998, -0.231112, -0.142222, 1.630807, 0.882002, 0.224000, -0.046222, -0.028444, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
4.510008, 16.396387, 8.842397, 2.235360, -0.465064, -0.283496, 8.198194, 4.421198, 1.117680, -0.232532, -0.141748, 1.639639, 0.884240, 0.223536, -0.046506, -0.028350, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
4.520009, 16.484922, 8.864727, 2.230695, -0.467895, -0.282547, 8.242461, 4.432364, 1.115348, -0.233947, -0.141274, 1.648492, 0.886473, 0.223069, -0.046789, -0.028255, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
4.530009, 16.573685, 8.887012, 2.226002, -0.470715, -0.281599, 8.286842, 4.443506, 1.113001, -0.235358, -0.140800, 1.657368, 0.888701, 0.222600, -0.047072, -0.028160, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
4.540009, 16.662668, 8.909247, 2.221280, -0.473527, -0.280651, 8.331334, 4.454624, 1.110640, -0.236763, -0.140326, 1.666267, 0.890925, 0.222128, -0.047353, -0.028065, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
4.550009, 16.751873, 8.931438, 2.216531, -0.476329, -0.279703, 8.375937, 4.465719, 1.108265, -0.238164, -0.139851, 1.675187, 0.893144, 0.221653, -0.047633, -0.027970, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
4.560009, 16.841299, 8.953579, 2.211754, -0.479121, -0.278755, 8.420650, 4.476789, 1.105877, -0.239560, -0.139377, 1.684130, 0.895358, 0.221175, -0.047912, -0.027875, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
4.570010, 16.930950, 8.975673, 2.206949, -0.481904, -0.277806, 8.465475, 4.487836, 1.103474, -0.240952, -0.138903, 1.693095, 0.897567, 0.220695, -0.048190, -0.027781, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
4.580010, 17.020817, 8.997718, 2.202115, -0.484677, -0.276858, 8.510408, 4.498859, 1.101057, -0.242339, -0.138429, 1.702082, 0.899772, 0.220212, -0.048468, -0.027686, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
4.590010, 17.110909, 9.019716, 2.197254, -0.487441, -0.275910, 8.555454, 4.509858, 1.098627, -0.243721, -0.137955, 1.711091, 0.901972, 0.219725, -0.048744, -0.027591, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
4.600010, 17.201216, 9.041664, 2.192366, -0.490196, -0.274962, 8.600608, 4.520832, 1.096183, -0.245098, -0.137481, 1.720122, 0.904167, 0.219237, -0.049020, -0.027496, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
4.610011, 17.291744, 9.063564, 2.187451, -0.492940, -0.274014, 8.645872, 4.531782, 1.093725, -0.246470, -0.137007, 1.729174, 0.906357, 0.218745, -0.049294, -0.027401, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
4.620011, 17.382492, 9.085415, 2.182508, -0.495676, -0.273066, 8.691246, 4.542707, 1.091254, -0.247838, -0.136533, 1.738249, 0.908542, 0.218251, -0.049568, -0.027307, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
4.630011, 17.473457, 9.107215, 2.177536, -0.498402, -0.272117, 8.736729, 4.553607, 1.088768, -0.249201, -0.136059, 1.747346, 0.910722, 0.217754, -0.049840, -0.027212, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
4.640011, 17.564640, 9.128966, 2.172539, -0.501118, -0.271169, 8.782320, 4.564483, 1.086269, -0.250559, -0.135585, 1.756464, 0.912897, 0.217254, -0.050112, -0.027117, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
4.650012, 17.656040, 9.150666, 2.167514, -0.503825, -0.270221, 8.828020, 4.575333, 1.083757, -0.251913, -0.135111, 1.765604, 0.915067, 0.216751, -0.050383, -0.027022, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
4.660012, 17.747656, 9.172318, 2.162462, -0.506523, -0.269273, 8.873828, 4.586159, 1.081231, -0.253261, -0.134636, 1.774766, 0.917232, 0.216246, -0.050652, -0.026927, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
4.670012, 17.839491, 9.193916, 2.157383, -0.509211, -0.268325, 8.919745, 4.596958, 1.078691, -0.254605, -0.134162, 1.783949, 0.919392, 0.215738, -0.050921, -0.026832, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
4.680012, 17.931540, 9.215466, 2.152278, -0.511890, -0.267377, 8.965770, 4.607733, 1.076139, -0.255945, -0.133688, 1.793154, 0.921547, 0.215228, -0.051189, -0.026738, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
4.690012, 18.023802, 9.236963, 2.147146, -0.514559, -0.266428, 9.011901, 4.618482, 1.073573, -0.257279, -0.133214, 1.802380, 0.923696, 0.214715, -0.051456, -0.026643, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
4.700013, 18.116283, 9.258410, 2.141987, -0.517218, -0.265480, 9.058142, 4.629205, 1.070993, -0.258609, -0.132740, 1.811628, 0.925841, 0.214199, -0.051722, -0.026548, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
4.710013, 18.208975, 9.279805, 2.136801, -0.519868, -0.264532, 9.104487, 4.639903, 1.068401, -0.259934, -0.132266, 1.820898, 0.927980, 0.213680, -0.051987, -0.026453, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
4.720013, 18.301882, 9.301147, 2.131588, -0.522509, -0.263584, 9.150941, 4.650574, 1.065794, -0.261255, -0.131792, 1.830188, 0.930115, 0.213159, -0.052251, -0.026358, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
4.730013, 18.395004, 9.322437, 2.126350, -0.525140, -0.262636, 9.197502, 4.661219, 1.063175, -0.262570, -0.131318, 1.839500, 0.932244, 0.212635, -0.052514, -0.026264, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
4.740014, 18.488335, 9.343676, 2.121086, -0.527762, -0.261688, 9.244167, 4.671838, 1.060543, -0.263881, -0.130844, 1.848834, 0.934367, 0.212109, -0.052776, -0.026169, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
4.750014, 18.581882, 9.364860, 2.115795, -0.530374, -0.260739, 9.290941, 4.682430, 1.057898, -0.265187, -0.130370, 1.858188, 0.936486, 0.211579, -0.053037, -0.026074, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
4.760014, 18.675638, 9.385991, 2.110478, -0.532977, -0.259791, 9.337819, 4.692996, 1.055239, -0.266488, -0.129896, 1.867564, 0.938599, 0.211048, -0.053298, -0.025979, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
4.770014, 18.769606, 9.407071, 2.105135, -0.535570, -0.258843, 9.384803, 4.703536, 1.052568, -0.267785, -0.129422, 1.876960, 0.940707, 0.210514, -0.053557, -0.025884, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
4.780015, 18.863785, 9.428096, 2.099766, -0.538154, -0.257895, 9.431892, 4.714048, 1.049883, -0.269077, -0.128947, 1.886378, 0.942810, 0.209977, -0.053815, -0.025789, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
4.790015, 18.958170, 9.449068, 2.094372, -0.540728, -0.256947, 9.479085, 4.724534, 1.047186, -0.270364, -0.128473, 1.895817, 0.944907, 0.209437, -0.054073, -0.025695, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
4.800015, 19.052769, 9.469983, 2.088952, -0.543293, -0.255999, 9.526384, 4.734992, 1.044476, -0.271646, -0.127999, 1.905277, 0.946998, 0.208895, -0.054329, -0.025600, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
4.810015, 19.147575, 9.490846, 2.083506, -0.545848, -0.255050, 9.573788, 4.745423, 1.041753, -0.272924, -0.127525, 1.914757, 0.949085, 0.208351, -0.054585, -0.025505, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
4.820015, 19.242588, 9.511655, 2.078034, -0.548394, -0.254102, 9.621294, 4.755827, 1.039017, -0.274197, -0.127051, 1.924259, 0.951165, 0.207803, -0.054839, -0.025410, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
4.830016, 19.337812, 9.532408, 2.072538, -0.550930, -0.253154, 9.668906, 4.766204, 1.036269, -0.275465, -0.126577, 1.933781, 0.953241, 0.207254, -0.055093, -0.025315, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
4.840016, 19.433241, 9.553107, 2.067016, -0.553457, -0.252206, 9.716620, 4.776554, 1.033508, -0.276729, -0.126103, 1.943324, 0.955311, 0.206702, -0.055346, -0.025221, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
